StoreID,Date,ProductCategory,SalesAmount,Customers,Profit
1,2023-01-02,Beverages,805,76,232.50653344235332
2,2023-01-02,Fruits,1678,NA,419.94076149378225
2,2023-01-02,Dairy,1142,58,320.87573274925563
2,2023-01-02,Bakery,1180,82,449.0960003499347
2,2023-01-02,Snacks,1370,80,374.6324830927947
2,2023-01-02,Beverages,660,57,179.42974415683733
3,2023-01-02,Fruits,531,77,147.00293800442898
3,2023-01-02,Dairy,1648,82,578.1178805325106
3,2023-01-02,Bakery,924,70,229.87865447123954
3,2023-01-02,Snacks,887,74,199.20820448738928
3,2023-01-02,Beverages,634,92,235.878141097881
4,2023-01-02,Fruits,693,69,180.8054676223537
4,2023-01-02,Dairy,813,85,194.44521110618308
4,2023-01-02,Bakery,1724,89,481.7106483162981
4,2023-01-02,Snacks,1221,63,404.87030210458533
4,2023-01-02,Beverages,1103,69,325.11261408127126
5,2023-01-02,Fruits,788,58,248.31102523903857
5,2023-01-02,Dairy,1893,55,734.4370477177972
5,2023-01-02,Bakery,970,61,314.99311012737525
5,2023-01-02,Snacks,1118,97,275.92099776425744
5,2023-01-02,Beverages,1951,82,722.7374898425713
6,2023-01-02,Fruits,1759,95,573.1879766743446
6,2023-01-02,Dairy,1562,73,562.8170296622592
6,2023-01-02,Bakery,1485,83,393.2725993323613
6,2023-01-02,Snacks,1531,98,460.8965236995143
6,2023-01-02,Beverages,1147,66,273.14991865267535
7,2023-01-02,Fruits,743,73,245.29299727533675
7,2023-01-02,Dairy,1344,69,347.148156162666
7,2023-01-02,Bakery,1226,60,440.9272980981651
7,2023-01-02,Snacks,1995,72,571.3590610625193
7,2023-01-02,Beverages,703,58,187.9070247593733
8,2023-01-02,Fruits,771,75,251.11343709513508
8,2023-01-02,Dairy,1540,64,470.43140561503407
8,2023-01-02,Bakery,1645,88,633.9313062646274
8,2023-01-02,Snacks,549,56,117.41586162395427
8,2023-01-02,Beverages,1438,51,423.16003019231147
9,2023-01-02,Fruits,562,98,178.29023688783795
9,2023-01-02,Dairy,1469,75,407.1164467150872
9,2023-01-02,Bakery,1284,67,345.1236858939785
9,2023-01-02,Snacks,1523,71,390.42579839419744
9,2023-01-02,Beverages,881,74,336.1743801239829
10,2023-01-02,Fruits,1167,78,281.1380754440146
10,2023-01-02,Dairy,1525,59,476.92544650508694
10,2023-01-02,Bakery,601,77,162.47598181169099
10,2023-01-02,Snacks,1279,75,416.9421267157105
10,2023-01-02,Beverages,1535,65,465.7911843845335
1,2023-01-03,Fruits,1762,72,638.787344395618
1,2023-01-03,Dairy,698,64,270.42538110635985
1,2023-01-03,Bakery,1786,94,435.61109119577225
1,2023-01-03,Snacks,1548,93,335.81671146582323
1,2023-01-03,Beverages,1746,61,517.1577973425735
2,2023-01-03,Fruits,951,89,343.18250299638777
2,2023-01-03,Dairy,1853,55,706.7255298943944
2,2023-01-03,Bakery,1223,68,379.47640627910675
2,2023-01-03,Snacks,1286,57,349.155040804322
2,2023-01-03,Beverages,1152,53,378.52192619837246
3,2023-01-03,Fruits,791,92,158.40587454524325
3,2023-01-03,Dairy,1734,51,442.6354151098624
3,2023-01-03,Bakery,1566,66,551.4522526544797
3,2023-01-03,Snacks,1991,64,637.6820534317025
3,2023-01-03,Beverages,841,96,313.0403232597604
4,2023-01-03,Fruits,680,65,209.2460580601764
4,2023-01-03,Dairy,1203,92,450.2860896413636
4,2023-01-03,Bakery,701,54,236.13418494640348
4,2023-01-03,Snacks,1740,89,532.8966587310673
4,2023-01-03,Beverages,1334,50,462.72932191782394
5,2023-01-03,Fruits,1996,60,423.8524915005815
5,2023-01-03,Dairy,1531,88,377.31607987740387
5,2023-01-03,Bakery,1144,97,424.65768569569155
5,2023-01-03,Snacks,1067,81,326.98840461501004
5,2023-01-03,Beverages,1678,82,490.0285510171975
6,2023-01-03,Fruits,559,97,126.1693291511583
6,2023-01-03,Dairy,1572,50,584.6887606484273
6,2023-01-03,Bakery,917,67,313.5950673367719
6,2023-01-03,Snacks,836,96,255.32547072028302
6,2023-01-03,Beverages,768,67,289.44070649335083
7,2023-01-03,Fruits,519,77,188.09751386237502
7,2023-01-03,Dairy,583,74,142.9036282068974
7,2023-01-03,Bakery,1193,72,356.1782955388194
7,2023-01-03,Snacks,1950,72,478.1341830333149
7,2023-01-03,Beverages,1239,69,349.74816687756464
8,2023-01-03,Fruits,1016,69,335.8740286170754
8,2023-01-03,Dairy,1395,55,522.0651714982508
8,2023-01-03,Bakery,803,78,183.0093255650623
8,2023-01-03,Snacks,519,95,137.17072110735523
8,2023-01-03,Beverages,1859,87,622.6001782607915
9,2023-01-03,Fruits,1185,67,407.44133675175004
9,2023-01-03,Dairy,862,89,239.18469376094384
9,2023-01-03,Bakery,1449,68,571.9195119760634
9,2023-01-03,Snacks,1258,94,437.03838380172397
9,2023-01-03,Beverages,708,82,144.34488773657642
10,2023-01-03,Fruits,1049,66,326.4975777690187
10,2023-01-03,Dairy,1270,70,491.208964828677
10,2023-01-03,Bakery,1661,68,558.0178961709165
10,2023-01-03,Snacks,778,78,237.84763902564188
10,2023-01-03,Beverages,741,94,232.50709398661795
1,2023-01-04,Fruits,608,78,211.4549946996438
1,2023-01-04,Dairy,878,70,176.32426200579175
1,2023-01-04,Bakery,1469,90,359.95322984834996
1,2023-01-04,Snacks,1451,82,492.206169325321
1,2023-01-04,Beverages,1380,73,438.7752073370174
2,2023-01-04,Fruits,1669,58,615.4073011613846
2,2023-01-04,Dairy,1728,96,658.2959769310335
2,2023-01-04,Bakery,1513,92,595.3363241563336
2,2023-01-04,Snacks,1008,82,218.10952542138438
2,2023-01-04,Beverages,1006,79,302.5170397623625
3,2023-01-04,Fruits,1606,81,536.1980739047079
3,2023-01-04,Dairy,760,55,207.90136792377282
3,2023-01-04,Bakery,529,73,194.2263348305969
3,2023-01-04,Snacks,1833,50,372.43878151823276
3,2023-01-04,Beverages,1502,80,550.1240510828173
4,2023-01-04,Fruits,1605,51,573.7352273323637
4,2023-01-04,Dairy,616,53,144.57496554759666
4,2023-01-04,Bakery,906,89,261.76017360884805
4,2023-01-04,Snacks,1566,68,575.2183924768485
4,2023-01-04,Beverages,1863,59,482.71250708351766
5,2023-01-04,Fruits,540,74,111.8415204480773
5,2023-01-04,Dairy,1403,97,335.51083577520836
5,2023-01-04,Bakery,1761,99,368.47306451966926
5,2023-01-04,Snacks,1418,62,395.48565998448487
5,2023-01-04,Beverages,858,74,191.9927018168086
6,2023-01-04,Fruits,714,95,280.4861954913893
6,2023-01-04,Dairy,1123,67,385.14161007182935
6,2023-01-04,Bakery,1435,66,418.7755899278598
6,2023-01-04,Snacks,757,91,286.9374015144294
6,2023-01-04,Beverages,844,91,289.0864461786607
7,2023-01-04,Fruits,1604,78,348.28956236555484
7,2023-01-04,Dairy,1303,88,358.68353209435554
7,2023-01-04,Bakery,1968,65,572.7113560522562
7,2023-01-04,Snacks,1064,81,340.403872795439
7,2023-01-04,Beverages,1319,68,276.84683904502197
8,2023-01-04,Fruits,1433,87,565.2758980558912
8,2023-01-04,Dairy,1627,86,396.73436438168534
8,2023-01-04,Bakery,1533,78,521.9955591594821
8,2023-01-04,Snacks,1294,92,509.4075724160565
8,2023-01-04,Beverages,1182,92,359.732757374344
9,2023-01-04,Fruits,1440,85,553.2755467054573
9,2023-01-04,Dairy,802,61,282.86703851593893
9,2023-01-04,Bakery,1275,83,372.3636237040958
9,2023-01-04,Snacks,1748,96,449.5261112878665
9,2023-01-04,Beverages,1638,77,486.2444085497105
10,2023-01-04,Fruits,1587,69,318.7562468228351
10,2023-01-04,Dairy,903,78,269.7541327256431
10,2023-01-04,Bakery,844,97,323.0960006546152
10,2023-01-04,Snacks,1155,73,330.31471775039466
10,2023-01-04,Beverages,1659,80,459.12318759087475
1,2023-01-05,Fruits,1613,94,479.44788675288066
1,2023-01-05,Dairy,758,78,187.1087564370439
1,2023-01-05,Bakery,1002,66,273.4753152960432
1,2023-01-05,Snacks,1091,88,387.61596739380633
1,2023-01-05,Beverages,1715,66,476.4928772950419
2,2023-01-05,Fruits,1826,65,610.3232699048207
2,2023-01-05,Dairy,534,80,203.8070933072446
2,2023-01-05,Bakery,583,84,125.9795150577026
2,2023-01-05,Snacks,636,74,215.3656835605185
2,2023-01-05,Beverages,924,85,281.30772021388395
3,2023-01-05,Fruits,1159,88,257.80798294440484
3,2023-01-05,Dairy,527,73,187.40214367757747
3,2023-01-05,Bakery,762,60,293.7552735823539
3,2023-01-05,Snacks,961,88,210.8974372219236
3,2023-01-05,Beverages,1218,82,420.8210858206304
4,2023-01-05,Fruits,1659,53,347.4654627981273
4,2023-01-05,Dairy,1627,59,575.9695210455195
4,2023-01-05,Bakery,1925,73,706.3944738182669
4,2023-01-05,Snacks,851,70,248.0657971656333
4,2023-01-05,Beverages,1820,98,577.4851446862413
5,2023-01-05,Fruits,1846,77,565.1842344432446
5,2023-01-05,Dairy,1289,51,445.51928670036517
5,2023-01-05,Bakery,1627,90,555.6477093519771
5,2023-01-05,Snacks,1230,87,309.42919521607286
5,2023-01-05,Beverages,1669,71,610.4039862249472
6,2023-01-05,Fruits,1363,99,399.824458633514
6,2023-01-05,Dairy,1474,71,303.39489702750126
6,2023-01-05,Bakery,1304,58,435.6563292975145
6,2023-01-05,Snacks,1767,66,655.6517142927136
6,2023-01-05,Beverages,1085,86,255.4538205004494
7,2023-01-05,Fruits,1803,93,690.354576814865
7,2023-01-05,Dairy,590,55,148.293341981842
7,2023-01-05,Bakery,1186,81,365.51044278459705
7,2023-01-05,Snacks,1744,96,388.21859677548
7,2023-01-05,Beverages,1119,87,428.22314655118174
8,2023-01-05,Fruits,1903,80,564.67950075172
8,2023-01-05,Dairy,1801,66,473.7688816171628
8,2023-01-05,Bakery,925,99,188.7598138826245
8,2023-01-05,Snacks,1616,50,523.8992659927908
8,2023-01-05,Beverages,1576,94,514.8912441061772
9,2023-01-05,Fruits,644,64,168.77076026545623
9,2023-01-05,Dairy,1540,97,467.8745429681939
9,2023-01-05,Bakery,931,77,233.79741981352203
9,2023-01-05,Snacks,638,69,254.2639346911252
9,2023-01-05,Beverages,1990,98,440.42771247925907
10,2023-01-05,Fruits,1920,64,621.4721717312854
10,2023-01-05,Dairy,815,94,182.7513794783101
10,2023-01-05,Bakery,1577,58,326.47243202877513
10,2023-01-05,Snacks,1913,98,389.15002996917383
10,2023-01-05,Beverages,1494,80,514.0664501083922
1,2023-01-06,Fruits,1739,93,386.66289599083825
1,2023-01-06,Dairy,638,63,253.52270891731217
1,2023-01-06,Bakery,808,52,219.04467170720724
1,2023-01-06,Snacks,1529,57,392.7213493663115
1,2023-01-06,Beverages,1337,66,378.89467154203965
2,2023-01-06,Fruits,1940,53,581.8737657209196
2,2023-01-06,Dairy,663,60,197.09684396114596
2,2023-01-06,Bakery,1056,79,302.70352452667754
2,2023-01-06,Snacks,658,85,198.95306288973276
2,2023-01-06,Beverages,837,70,170.43924654425385
3,2023-01-06,Fruits,1862,81,634.7984608650767
3,2023-01-06,Dairy,1729,71,656.2159127068373
3,2023-01-06,Bakery,1776,57,589.0175965942539
3,2023-01-06,Snacks,1057,72,280.2638549899473
3,2023-01-06,Beverages,1294,79,318.59160709044295
4,2023-01-06,Fruits,1453,78,567.5763456961481
4,2023-01-06,Dairy,1101,77,372.7806105667643
4,2023-01-06,Bakery,1318,90,317.15624004609
4,2023-01-06,Snacks,843,65,194.54871214426697
4,2023-01-06,Beverages,819,50,238.40354799890892
5,2023-01-06,Fruits,1153,72,450.82883359397766
5,2023-01-06,Dairy,1832,78,488.15730542756046
5,2023-01-06,Bakery,1447,67,294.04895766284494
5,2023-01-06,Snacks,500,59,115.52760334759684
5,2023-01-06,Beverages,1657,50,632.4570045920925
6,2023-01-06,Fruits,669,60,134.26628672875196
6,2023-01-06,Dairy,1661,77,527.091027856868
6,2023-01-06,Bakery,948,95,272.9722713793736
6,2023-01-06,Snacks,1687,62,651.7932649302954
6,2023-01-06,Beverages,1524,65,436.38252673466206
7,2023-01-06,Fruits,1316,81,349.26045306352586
7,2023-01-06,Dairy,539,54,160.89517808763026
7,2023-01-06,Bakery,1322,63,501.41058605119633
7,2023-01-06,Snacks,1617,55,439.0984610187686
7,2023-01-06,Beverages,1839,92,456.7491339470081
8,2023-01-06,Fruits,1652,79,482.6169980462964
8,2023-01-06,Dairy,1282,77,496.3920016770112
8,2023-01-06,Bakery,1228,51,251.7275148715741
8,2023-01-06,Snacks,958,62,306.95711274390266
8,2023-01-06,Beverages,1710,89,597.4167091909206
9,2023-01-06,Fruits,510,55,202.69636365061498
9,2023-01-06,Dairy,1118,90,314.0444764944389
9,2023-01-06,Bakery,963,75,263.6775270459603
9,2023-01-06,Snacks,1852,56,634.8465874036499
9,2023-01-06,Beverages,951,73,280.8204017986014
10,2023-01-06,Fruits,1341,53,435.80434583539954
10,2023-01-06,Dairy,1683,80,621.5489583905537
10,2023-01-06,Bakery,1658,71,580.0535591514014
10,2023-01-06,Snacks,1345,54,286.59214980618407
10,2023-01-06,Beverages,1277,93,425.53340397628085
1,2023-01-07,Fruits,561,79,173.39008617902428
1,2023-01-07,Dairy,1332,97,503.31864358731156
1,2023-01-07,Bakery,685,95,154.11215380854858
1,2023-01-07,Snacks,652,55,160.07114284607178
1,2023-01-07,Beverages,993,89,386.5197992002306
2,2023-01-07,Fruits,1186,86,362.65934437102885
2,2023-01-07,Dairy,1458,69,556.5574505065948
2,2023-01-07,Bakery,1594,89,412.6999761922254
2,2023-01-07,Snacks,1391,89,285.6180629606481
2,2023-01-07,Beverages,1024,74,338.9555205587751
3,2023-01-07,Fruits,560,64,112.30986761371173
3,2023-01-07,Dairy,927,58,250.33915851412726
3,2023-01-07,Bakery,1627,92,334.3687417948086
3,2023-01-07,Snacks,678,58,216.91500102535923
3,2023-01-07,Beverages,754,70,172.7265709455633
4,2023-01-07,Fruits,1457,76,483.5033556390979
4,2023-01-07,Dairy,1088,51,345.69134812511174
4,2023-01-07,Bakery,1980,76,573.3867344352119
4,2023-01-07,Snacks,1307,56,420.1616840916894
4,2023-01-07,Beverages,1029,87,376.4519455606644
5,2023-01-07,Fruits,1091,51,390.9802283369491
5,2023-01-07,Dairy,1945,93,447.66143088470545
5,2023-01-07,Bakery,1463,52,565.1580747662713
5,2023-01-07,Snacks,1106,99,420.4570345720742
5,2023-01-07,Beverages,1115,55,387.93241245301215
6,2023-01-07,Fruits,992,71,333.64454836905355
6,2023-01-07,Dairy,1024,83,319.6498567348068
6,2023-01-07,Bakery,1761,63,494.22165825510734
6,2023-01-07,Snacks,749,78,202.13785271124752
6,2023-01-07,Beverages,616,95,153.68139960978854
7,2023-01-07,Fruits,1943,78,463.50836417999557
7,2023-01-07,Dairy,1301,56,346.74229583899097
7,2023-01-07,Bakery,1347,74,452.98650038889883
7,2023-01-07,Snacks,1286,64,467.1049880952743
7,2023-01-07,Beverages,1848,82,677.5152753329737
8,2023-01-07,Fruits,510,63,140.1014145151432
8,2023-01-07,Dairy,941,66,348.32143461200434
8,2023-01-07,Bakery,1374,86,316.47899671668046
8,2023-01-07,Snacks,1767,50,459.32307654343333
8,2023-01-07,Beverages,879,86,272.4385662200419
9,2023-01-07,Fruits,1297,72,437.14036747035055
9,2023-01-07,Dairy,620,82,133.11489054457573
9,2023-01-07,Bakery,1180,81,420.12443470694126
9,2023-01-07,Snacks,644,75,207.57405847983193
9,2023-01-07,Beverages,1857,86,525.2720865011141
10,2023-01-07,Fruits,1545,73,388.5682780003499
10,2023-01-07,Dairy,1209,92,288.3771076559551
10,2023-01-07,Bakery,1552,98,514.826204148194
10,2023-01-07,Snacks,1310,77,340.22512508383477
10,2023-01-07,Beverages,1237,71,378.03815620778573
1,2023-01-08,Fruits,1822,94,436.08713329516326
1,2023-01-08,Dairy,1655,60,441.2737061408244
1,2023-01-08,Bakery,1242,94,456.80945949360944
1,2023-01-08,Snacks,1848,66,682.2812011031721
1,2023-01-08,Beverages,1865,53,401.85404376843826
2,2023-01-08,Fruits,1707,82,612.9849808639888
2,2023-01-08,Dairy,1553,59,566.0300910093315
2,2023-01-08,Bakery,1099,72,307.9287926510744
2,2023-01-08,Snacks,1705,84,578.7100911138997
2,2023-01-08,Beverages,635,51,178.7840863409275
3,2023-01-08,Fruits,1714,95,658.6213579449864
3,2023-01-08,Dairy,1143,92,368.85757459625404
3,2023-01-08,Bakery,1181,65,306.2672415285762
3,2023-01-08,Snacks,1952,83,699.1754211136796
3,2023-01-08,Beverages,1014,94,381.2331489827375
4,2023-01-08,Fruits,1709,82,367.24849324261527
4,2023-01-08,Dairy,533,77,144.83299857775995
4,2023-01-08,Bakery,531,74,185.85087088300506
4,2023-01-08,Snacks,1769,63,438.7501398179147
4,2023-01-08,Beverages,712,85,252.9289106632659
5,2023-01-08,Fruits,1900,72,381.219794792597
5,2023-01-08,Dairy,1418,82,402.3183096948724
5,2023-01-08,Bakery,1204,52,389.0860529318068
5,2023-01-08,Snacks,1929,72,636.8812497551991
5,2023-01-08,Beverages,890,63,299.23393416413506
6,2023-01-08,Fruits,688,51,150.442484527541
6,2023-01-08,Dairy,1865,76,591.392457763477
6,2023-01-08,Bakery,1598,69,431.0163958988134
6,2023-01-08,Snacks,851,93,325.36787987887175
6,2023-01-08,Beverages,736,81,248.5215915525331
7,2023-01-08,Fruits,1406,94,332.0371707036547
7,2023-01-08,Dairy,1615,78,404.1716015896369
7,2023-01-08,Bakery,1163,99,336.22705573697584
7,2023-01-08,Snacks,1160,60,352.23583069885746
7,2023-01-08,Beverages,1489,70,363.66592159367167
8,2023-01-08,Fruits,620,89,137.96200633938147
8,2023-01-08,Dairy,621,62,184.63583234908322
8,2023-01-08,Bakery,707,84,173.10059066444495
8,2023-01-08,Snacks,845,86,310.15795555493736
8,2023-01-08,Beverages,1493,94,471.0335058979334
9,2023-01-08,Fruits,818,62,284.19264366223086
9,2023-01-08,Dairy,1768,65,545.5048014186663
9,2023-01-08,Bakery,1783,69,632.2965884492335
9,2023-01-08,Snacks,1215,99,343.0618921374005
9,2023-01-08,Beverages,647,66,197.4912790256508
10,2023-01-08,Fruits,1045,87,406.9031675891992
10,2023-01-08,Dairy,1338,87,478.32465239704874
10,2023-01-08,Bakery,535,50,162.82441607542765
10,2023-01-08,Snacks,600,86,238.55547090921416
10,2023-01-08,Beverages,1700,64,424.05336301337485
1,2023-01-09,Fruits,1084,71,331.8148407705151
1,2023-01-09,Dairy,746,86,235.06582106422718
1,2023-01-09,Bakery,825,86,316.31947913157694
1,2023-01-09,Snacks,740,84,213.87331748387913
1,2023-01-09,Beverages,703,56,274.94634078492794
2,2023-01-09,Fruits,959,96,295.2360854076294
2,2023-01-09,Dairy,1897,58,462.7980504388482
2,2023-01-09,Bakery,1729,52,618.8250536436267
2,2023-01-09,Snacks,1429,81,319.5839517977719
2,2023-01-09,Beverages,554,63,219.96982450406463
3,2023-01-09,Fruits,506,64,137.5168813652299
3,2023-01-09,Dairy,586,50,201.42466276299845
3,2023-01-09,Bakery,1369,91,355.7919545733871
3,2023-01-09,Snacks,977,78,251.1806103687708
3,2023-01-09,Beverages,1979,66,758.3452319602309
4,2023-01-09,Fruits,1508,92,551.4252767386683
4,2023-01-09,Dairy,964,79,274.91324152738963
4,2023-01-09,Bakery,1168,56,319.1429082543613
4,2023-01-09,Snacks,1554,82,535.3884186799675
4,2023-01-09,Beverages,1025,64,373.60425245916366
5,2023-01-09,Fruits,913,66,315.3908604941949
5,2023-01-09,Dairy,1903,80,683.4476459338416
5,2023-01-09,Bakery,551,84,170.77958841722116
5,2023-01-09,Snacks,1364,90,375.02986651661803
5,2023-01-09,Beverages,1383,97,293.12265385372757
6,2023-01-09,Fruits,1200,53,351.6133635041975
6,2023-01-09,Dairy,1674,72,419.189479154943
6,2023-01-09,Bakery,528,78,114.18646685904105
6,2023-01-09,Snacks,1657,93,542.2606026553848
6,2023-01-09,Beverages,946,77,316.61294046086863
7,2023-01-09,Fruits,1241,58,391.66689161476455
7,2023-01-09,Dairy,956,85,222.85380698335376
7,2023-01-09,Bakery,1417,99,485.1610320576545
7,2023-01-09,Snacks,780,90,216.85076880565748
7,2023-01-09,Beverages,1928,85,402.6905155942614
8,2023-01-09,Fruits,744,86,183.040052966823
8,2023-01-09,Dairy,1590,97,548.4646379313178
8,2023-01-09,Bakery,1544,54,583.9308774530016
8,2023-01-09,Snacks,1115,69,289.1603430397268
8,2023-01-09,Beverages,1496,60,583.088886385321
9,2023-01-09,Fruits,503,54,172.44875230090585
9,2023-01-09,Dairy,939,92,299.11849440718277
9,2023-01-09,Bakery,1309,85,297.06653336463097
9,2023-01-09,Snacks,773,61,214.79276834653356
9,2023-01-09,Beverages,1011,73,330.01773195016875
10,2023-01-09,Fruits,716,93,152.09481580858997
10,2023-01-09,Dairy,1114,77,261.3740328414599
10,2023-01-09,Bakery,1169,51,294.71168773835075
10,2023-01-09,Snacks,515,53,140.5966239910561
10,2023-01-09,Beverages,1765,93,604.5292248441648
1,2023-01-10,Fruits,1466,83,518.7273186976362
1,2023-01-10,Dairy,789,84,207.46330592782007
1,2023-01-10,Bakery,548,52,109.68026870680382
1,2023-01-10,Snacks,1857,66,655.9183098862608
1,2023-01-10,Beverages,675,83,170.69568569708042
2,2023-01-10,Fruits,1851,63,414.1361871985885
2,2023-01-10,Dairy,672,76,218.68773660771433
2,2023-01-10,Bakery,1449,75,456.7674687582645
2,2023-01-10,Snacks,1142,88,344.98646020403214
2,2023-01-10,Beverages,1251,89,365.1486790917907
3,2023-01-10,Fruits,1788,88,647.499877868692
3,2023-01-10,Dairy,652,75,141.4793570316122
3,2023-01-10,Bakery,746,85,256.02812918492066
3,2023-01-10,Snacks,1396,62,424.1945421225513
3,2023-01-10,Beverages,1847,84,472.1682753847659
4,2023-01-10,Fruits,1022,57,249.57235225520958
4,2023-01-10,Dairy,813,52,262.96066319334585
4,2023-01-10,Bakery,705,51,216.81664807730374
4,2023-01-10,Snacks,857,85,209.7479308251642
4,2023-01-10,Beverages,1717,51,483.26771981404266
5,2023-01-10,Fruits,1161,67,353.8883670145655
5,2023-01-10,Dairy,700,57,256.194273655371
5,2023-01-10,Bakery,1959,78,419.7932929081233
5,2023-01-10,Snacks,902,83,256.31465244125974
5,2023-01-10,Beverages,523,80,197.56218160889995
6,2023-01-10,Fruits,1465,85,414.47329551072187
6,2023-01-10,Dairy,1961,95,550.9123036242097
6,2023-01-10,Bakery,1433,72,341.3398503194766
6,2023-01-10,Snacks,1650,94,475.0109862908648
6,2023-01-10,Beverages,1989,82,499.99494627977225
7,2023-01-10,Fruits,1568,57,438.4464213076378
7,2023-01-10,Dairy,613,77,188.19025617841362
7,2023-01-10,Bakery,1526,78,464.0096835829602
7,2023-01-10,Snacks,1189,50,262.94583999318064
7,2023-01-10,Beverages,1287,89,434.6339675559149
8,2023-01-10,Fruits,1816,97,567.7603961044755
8,2023-01-10,Dairy,1646,97,444.3264490049533
8,2023-01-10,Bakery,1801,52,683.4302617164623
8,2023-01-10,Snacks,835,98,189.5551812329857
8,2023-01-10,Beverages,557,59,158.78064727116913
9,2023-01-10,Fruits,1576,91,385.42727311210405
9,2023-01-10,Dairy,1898,56,536.2551978369415
9,2023-01-10,Bakery,1753,68,446.9958009033542
9,2023-01-10,Snacks,1239,67,479.25337707129785
9,2023-01-10,Beverages,998,50,390.9362080474161
10,2023-01-10,Fruits,1839,57,716.845182452503
10,2023-01-10,Dairy,604,77,217.85254566799088
10,2023-01-10,Bakery,1892,80,433.6057850788411
10,2023-01-10,Snacks,840,85,333.2404043962103
10,2023-01-10,Beverages,1810,96,429.2451738452717
1,2023-01-11,Fruits,1045,59,218.7008713449645
1,2023-01-11,Dairy,1475,63,358.74947804205567
1,2023-01-11,Bakery,1806,64,479.17790694127535
1,2023-01-11,Snacks,1020,99,333.1816475767273
1,2023-01-11,Beverages,1957,69,589.7662405257262
2,2023-01-11,Fruits,982,91,324.4485054962606
2,2023-01-11,Dairy,1109,52,372.0091747349819
2,2023-01-11,Bakery,820,62,186.14639505207992
2,2023-01-11,Snacks,1233,70,255.34598350324694
2,2023-01-11,Beverages,634,88,241.91530224082354
3,2023-01-11,Fruits,1899,62,425.63933706936945
3,2023-01-11,Dairy,949,66,258.6987208223192
3,2023-01-11,Bakery,1204,52,352.5913836298359
3,2023-01-11,Snacks,1947,58,747.7037678682777
3,2023-01-11,Beverages,1616,69,355.85370261753866
4,2023-01-11,Fruits,1915,58,602.00465318245
4,2023-01-11,Dairy,889,84,330.9317007981926
4,2023-01-11,Bakery,567,65,156.00808844709235
4,2023-01-11,Snacks,1402,76,413.52151240702653
4,2023-01-11,Beverages,1545,83,549.1461523403678
5,2023-01-11,Fruits,998,53,203.52960686815538
5,2023-01-11,Dairy,1030,91,397.48284101060796
5,2023-01-11,Bakery,1375,50,321.1300962449425
